school_name,rank,professor_name,department,faculty_url,lab_url,source_type,notes,research_description,research_tags,recent_work_cues,ra_opportunity_cues,advising_cues,uncertainty_flags
Brown University,52,Sherief Reda,Brown University Department of Computer Science,https://scale-lab.github.io/pages/sreda.html,https://scale-lab.github.io/pages/sreda.html,lab_page,"areas=bio,vision; verified_by=lab_page+school_name_on_page","His research interests are in the areas of energy-efficient computation, design automation, and embedded systems.",UNKNOWN,"SCALE lab | Sherief Reda SCALE lab Brown University SCALE lab Members News Projects Publications Software Alumni/Theses Sherief Reda is a Full Professor at the School of Engineering and the Department of Computer Science, Brown University. || Besides his academic work, he was a Principal Scientist at Amazon between 2021 and 2023, and he also serves as an expert witness in patent litigation lawsuits.",UNKNOWN,UNKNOWN,missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
Brown University,52,Sorin Istrail,Brown University Department of Computer Science,http://www.brown.edu/Research/Istrail_Lab/sorin.php,,faculty_page,areas=bio; verified_by=official_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fetch_failed; missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Brown University,52,Srinath Sridhar 0002,Brown University Department of Computer Science,https://cs.brown.edu/people/ssrinath,,faculty_page,"areas=mlmining,vision; verified_by=official_domain",My research is in 3D computer vision and artificial intelligence .,artificial intelligence; computer vision,"My research has been recognized with a Best Student Paper award at WACV 2025, and a Best Paper Honorable Mention award at Eurographics 2019.",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Brown University,52,Stefanie Tellex,Brown University Department of Computer Science,https://cs.brown.edu/people/stellex,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",The aim of my research program is to construct robots that seamlessly use natural language to communicate with humans.,artificial intelligence; robotics; reinforcement learning,UNKNOWN,UNKNOWN,UNKNOWN,missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Brown University,52,Stephen H. Bach,Brown University Department of Computer Science,https://cs.brown.edu/people/sbach,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; computer vision; natural language processing; language models; bioinformatics; information retrieval,News How hard is it for LLMs to generalize from easy training examples? || It will appear at EACL 2026!,UNKNOWN,Now users can supervise the tagging process with rules directly!,missing_research_description; missing_ra_opportunity_cues
Brown University,52,Suresh Venkatasubramanian,Brown University Department of Computer Science,https://vivo.brown.edu/display/suresh,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; language models,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Brown University,52,Thomas Serre,Brown University Department of Computer Science,https://serre-lab.clps.brown.edu/person/thomas-serre,,faculty_page,"areas=mlmining,vision; verified_by=official_domain",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Brown University,52,Yu Cheng 0002,Brown University Department of Computer Science,http://cs.brown.edu/people/ycheng79,,faculty_page,"areas=ai,mlmining; verified_by=official_domain","--> My Research : My main research interests include machine learning, optimization, and game theory.",machine learning,"My recent work focuses on the design and analysis of scalable and provably robust algorithms for machine learning, especially in the areas of high-dimensional robust statistics, non-convex optimization, and learning with strategic agents. || Teaching Fall 2025: CSCI0500: Data Structures, Algorithms, and Intractability: An Introduction .",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Alan Fern,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~afern,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain","The project kickoff is October 2021 and I’m leading a team of 13 OSU researchers focused on AI, robotics, and human-computer/robot interaction.",artificial intelligence; machine learning; computer vision; robotics; reinforcement learning,UNKNOWN,UNKNOWN,UNKNOWN,missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Alan Wang,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/wang-alan,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,artificial intelligence; language models,"Find your Major News and Stories Apply Now Give Request Information Pause About Academics Research Alumni & Industry New chip uses AI to shrink large language models’ energy footprint by 50% College of Engineering researchers have developed a more efficient chip as an antidote to the vast amounts of electricity... || Read Story March 30, 2026 Inside Oregon State’s OPEnS Lab March 26, 2026 Exploring microchips from the inside March 7, 2026 Creating a custom path in computer science with the Master of Engineering Program March 3, 2026 Online BS in Computer Science helps YouTube engineer power the music industry Upcoming Events...",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Amir Nayyeri,Electrical Engineering and Computer Science | College of Engineering,https://web.engr.oregonstate.edu/~nayyeria,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,UNKNOWN,"Mitchell Black , PhD 2024. || Program Comittee Member: FWCG 2014, SoCG 2015, SODA 2016, WADS 2019, CCCG 2020, SoCG 2021, FWCG 2021, SODA 2023.",UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Ben Lee,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~benl/Ben_Lee/Welcome.html,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fetch_failed; missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Cindy Grimm,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~grimmc,,faculty_page,areas=ai; verified_by=official_domain,"It's that time of year again, when I receive many emails asking if I have space in my research group, a PhD position, or will you please read my CV.",robotics; reinforcement learning,UNKNOWN,UNKNOWN,UNKNOWN,missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Eugene Zhang,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~zhange,,faculty_page,areas=vision; verified_by=official_domain,"My research is in the areas of Computer Graphics, Scientific Visualization, Information Visualization, and Geometry Processing.",UNKNOWN,My Complete and Most Recent CV My Current NSF Project: IIS-2437424: EAGER: III: Topological Analysis and Visualization of Time-Varying Symmetric Tensor Fields Latest News 10/18/2024 Peter Oliver presented our work on structure-aware hypergraph visualization at VIS 2024. || 10/18/2024 Our TopoInVis paper was presented at VIS 2024's Workshop of Topology in Visualization.,UNKNOWN,UNKNOWN,missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Fuxin Li,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/li-fuxin,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; language models,"Find your Major News and Stories Apply Now Give Request Information Pause About Academics Research Alumni & Industry New chip uses AI to shrink large language models’ energy footprint by 50% College of Engineering researchers have developed a more efficient chip as an antidote to the vast amounts of electricity... || Read Story March 30, 2026 Inside Oregon State’s OPEnS Lab March 26, 2026 Exploring microchips from the inside March 7, 2026 Creating a custom path in computer science with the Master of Engineering Program March 3, 2026 Online BS in Computer Science helps YouTube engineer power the music industry Upcoming Events...",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Glencora Borradaile,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/borradaile-glencora,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,artificial intelligence; language models,"Find your Major News and Stories Apply Now Give Request Information Pause About Academics Research Alumni & Industry New chip uses AI to shrink large language models’ energy footprint by 50% College of Engineering researchers have developed a more efficient chip as an antidote to the vast amounts of electricity... || Read Story March 30, 2026 Inside Oregon State’s OPEnS Lab March 26, 2026 Exploring microchips from the inside March 7, 2026 Creating a custom path in computer science with the Master of Engineering Program March 3, 2026 Online BS in Computer Science helps YouTube engineer power the music industry Upcoming Events...",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Julie A. Adams,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/adams-julie,,faculty_page,areas=ai; verified_by=official_domain,UNKNOWN,artificial intelligence; language models,"Find your Major News and Stories Apply Now Give Request Information Pause About Academics Research Alumni & Industry New chip uses AI to shrink large language models’ energy footprint by 50% College of Engineering researchers have developed a more efficient chip as an antidote to the vast amounts of electricity... || Read Story March 30, 2026 Inside Oregon State’s OPEnS Lab March 26, 2026 Exploring microchips from the inside March 7, 2026 Creating a custom path in computer science with the Master of Engineering Program March 3, 2026 Online BS in Computer Science helps YouTube engineer power the music industry Upcoming Events...",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Liang Huang 0001,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~huanlian,,faculty_page,"areas=bio,mlmining,nlp; verified_by=official_domain","(minor studies in French and English) Professional Experience Professor (by courtesy) of Biochemistry/Biophysics, College of Science, Oregon State University, 2024/1--present.",artificial intelligence; machine learning; deep learning; natural language processing; language models; computational biology; bioinformatics,"--> News Research Publications Teaching Group Bio/CV Software Funding Media Misc Contact 2025/10: The SamplingDesign paper by undergraduate student Wei Yu Tang (now PhD student at USC) has been accepted by Nature Communications . || 2025/8: With his groundbreaking Science paper on mRNA design , PhD alumni He Zhang (graduated 2022) became one of the very few (or actually the second?) computer scientists who have ever published first-author papers on both Nature and Science (he was also the first author of our Nature paper on mRNA design ).","Research Assistant Professor, University of Southern California (USC) and Information Sciences Institute (ISI), 2009/7--2012/8.",--> News Research Publications Teaching Group Bio/CV Software Funding Media Misc Contact 2025/10: The SamplingDesign paper by undergraduate student Wei Yu Tang (now PhD student at USC) has been accepted by Nature Communications .,NONE
Oregon State University,53,Lizhong Chen,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~chenliz,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain","His research interests are in the broad area of efficient computer systems (e.g., GPUs, accelerators, HPCs, IoT devices) and their applications in machine learning and natural language processing (especially large language models).",artificial intelligence; machine learning; deep learning; natural language processing; language models; robotics; reinforcement learning,"(陈理中) Professor School of Electrical Engineering and Computer Science Oregon State University Menu: Home Research People Publications Software Teaching News Miscellaneous Curriculum Vitae Short Biography Dr. || We are organizing the shared task (competition) on simultaneous translation at IWSLT 2025, with a focus on using LLMs.",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Margaret M. Burnett,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~burnett,,faculty_page,areas=ai; verified_by=official_domain,"If you want to help me enable my research students to stay in school, feel free to donate (goes to my research account at the OSU Foundation) .",artificial intelligence; machine learning; human-ai interaction,2026: The Beavs Give crowdfunding campaign here at OSU has adopted the GenderMag project as one of 14 it's fundraising for. || 2025: Funders here in the U.S.,UNKNOWN,The rest of my PhD students and postdocs (and some of my MS students too) have become senior UX (User Experience) researchers at companies like Google and Microsoft.,missing_ra_opportunity_cues
Oregon State University,53,Prasad Tadepalli,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~tadepall,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; reinforcement learning,UNKNOWN,UNKNOWN,Vasant Honavar What Every New Grad Student Should Know (Univ of Indiana) Department Dishonesty Policy Graduate Advising Guide Students with Disabilities Policy CSGSA home page Current students Alexander Turner Topic: AI Safety Yilin Yang Topic: Explaining Neural Machine Translation Vivswan Shitole Topic: Structured...,missing_research_description; missing_recent_work_cues; missing_ra_opportunity_cues
Oregon State University,53,Rakesh Bobba,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/bobba-rakesh,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,artificial intelligence; language models,"Find your Major News and Stories Apply Now Give Request Information Pause About Academics Research Alumni & Industry New chip uses AI to shrink large language models’ energy footprint by 50% College of Engineering researchers have developed a more efficient chip as an antidote to the vast amounts of electricity... || Read Story March 30, 2026 Inside Oregon State’s OPEnS Lab March 26, 2026 Exploring microchips from the inside March 7, 2026 Creating a custom path in computer science with the Master of Engineering Program March 3, 2026 Online BS in Computer Science helps YouTube engineer power the music industry Upcoming Events...",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Raviv Raich,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~raich,,faculty_page,"areas=ai,mlmining; verified_by=official_domain","My research interests include statistical signal processing, machine learning, inverse problem, sparse signal reconstruction, manifold learning, and adaptive sensing.",machine learning,UNKNOWN,"Announcements The Bioacoustics group webpage is up Prospective students : if you are interested in research in statistical signal processing and statistical/machine learning and would like to be considered for a graduate research assistantship, email me with your cv/resume and a letter stating your academic...","Announcements The Bioacoustics group webpage is up Prospective students : if you are interested in research in statistical signal processing and statistical/machine learning and would like to be considered for a graduate research assistantship, email me with your cv/resume and a letter stating your academic...",missing_recent_work_cues
Oregon State University,53,Rebecca A. Hutchinson,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~rah,,faculty_page,"areas=ai,mlmining; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; bioinformatics; data mining,"--> Selected Publications "" A comparison of remotely sensed environmental predictors for avian distributions "" L.M. || ( preprint version ) "" Hidden Process Models ,"" R.A.",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Sinisa Todorovic,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~sinisa,,faculty_page,"areas=mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; computer vision; robotics; reinforcement learning,UNKNOWN,UNKNOWN,SINISA'S HOME PAGE Sinisa Todorovic sinisa@oregonstate.edu Professor School of EECS at Oregon State University Data Science and Engineering AI and Robotics Google Scholar PHD STUDENTS Tieqiao Wang A M Aahad ALUMNI'S THESES Ajay Krishna Nicolas Aziere Liqiang He Jun Li Khoi Nguyen Dimitrios Trigkakis Peng Lei Michael...,missing_research_description; missing_recent_work_cues; missing_ra_opportunity_cues
Oregon State University,53,Stefan Lee,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~leestef,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain","Consequently, I work on problems in computer vision, natural language processing, and deep learning in general.",artificial intelligence; machine learning; deep learning; computer vision; natural language processing; robotics,Lab PhD Students Zijiao Yang • Xiangxi Shi • Hunter Brown • Skand • Abhinav Jain • Akhil Perincherry • Joe Nguyen MS Students Joe Nguyen --> Career 2025 Associate Professor @ Oregon State - School of Electrical Engineering and Computer Science 2019 Assistant Professor @ Oregon State - School of Electrical...,UNKNOWN,Lab PhD Students Zijiao Yang • Xiangxi Shi • Hunter Brown • Skand • Abhinav Jain • Akhil Perincherry • Joe Nguyen MS Students Joe Nguyen --> Career 2025 Associate Professor @ Oregon State - School of Electrical Engineering and Computer Science 2019 Assistant Professor @ Oregon State - School of Electrical...,missing_ra_opportunity_cues
Oregon State University,53,Weng-Keen Wong,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/wong-weng-keen,,faculty_page,"areas=ai,bio,mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; language models,"Find your Major News and Stories Apply Now Give Request Information Pause About Academics Research Alumni & Industry New chip uses AI to shrink large language models’ energy footprint by 50% College of Engineering researchers have developed a more efficient chip as an antidote to the vast amounts of electricity... || Read Story March 30, 2026 Inside Oregon State’s OPEnS Lab March 26, 2026 Exploring microchips from the inside March 7, 2026 Creating a custom path in computer science with the Master of Engineering Program March 3, 2026 Online BS in Computer Science helps YouTube engineer power the music industry Upcoming Events...",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Oregon State University,53,Xiao Fu 0001,Electrical Engineering and Computer Science | College of Engineering,http://people.oregonstate.edu/~fuxia,,faculty_page,"areas=ai,mlmining; verified_by=official_domain",The paper studies MIMO channel feedback in FDD systems.,artificial intelligence; machine learning; deep learning; natural language processing; reinforcement learning; data mining,"Associate Professor School of Electrical Engineering and Computer Science Oregon State University 3003, Kelley Engineering Center Corvallis, OR, 97331, United States (xiao.fu(AT)oregonstate.edu) Links: Google Scholar , OSU AI Program , Signal Processing Group News and Updates Mar. || 2026: Tri has defended his Ph.D.","2020, Undergraduate Research Assistantship Available : I am looking undergraduate research assistants in EECS at Oregon State University who are interested in statistical machine learning.","Position available (Research Assistantship) : I have always been looking for PhD students who are interested in signal processing and machine learning, especially matrix/tensor factorization models, deep unsupervised learning, and optimization algorithm design.",NONE
Oregon State University,53,Xiaoli Z. Fern,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~xfern,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain",My research is largely driven by practical applications and the challenges they present to traditional machine learning and data mining techniques.,artificial intelligence; machine learning; data mining,"Below is a sample of my current and past research projects and some selected publications related to these projects. || Selected publications: Wei Zhang, Akshat Surve, Xiaoli Z.",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
University of Central Florida,53,Abhijit Mahalanobis,Home | UCF Department of Computer Science,https://www.crcv.ucf.edu/person/abhijit-mahalanobis,,faculty_page,areas=vision; verified_by=official_domain,"Ablation studies also show that the proposed approach and metric are superior to learning the entire network from scratch, or using conventional regression metrics such as the mean square error (MSE).",artificial intelligence; deep learning; computer vision; medical imaging,UNKNOWN,UNKNOWN,UNKNOWN,missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Central Florida,53,Amrit Singh Bedi,Home | UCF Department of Computer Science,https://www.cecs.ucf.edu/faculty/21197,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; language models; robotics; reinforcement learning,"Recent Publications Forthcoming Education Ph.D., Electrical Engineering, Indian Institute of Technology, Kanpur Specialties AI Alignment and ethical Integration Reinforcement learning from human feedback Safety/trustworthiness in generative AI Optimization techniques for the AI era Data efficiency in machine...","Before coming to UCF, Bedi was a research assistant professor at the University of Maryland, College Park.","Amrit Singh Bedi - College of Engineering and Computer Science --> Skip to main content College of Engineering and Computer Science Navigation About Us Dean’s Message Vision, Mission & Strategy College Leadership Academics Graduate Programs and Advising Undergraduate Programs and Advising Scholarships Internships...",missing_research_description
University of Central Florida,53,Annie S. Wu,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~aswu,,faculty_page,areas=ai; verified_by=official_domain,UNKNOWN,UNKNOWN,"edu Director of the UCF Evolutionary Computation Laboratory Joint faculty member in the UCF Department of Electrical and Computer Engineering Affiliated faculty member in the UCF Institute for Simulation and Training UCF Intelligent Systems Laboratory --> Publications Orlando, Florida Forecast Last Updated:...",UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
University of Central Florida,53,Aritra Dutta,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/aritra-dutta,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fetch_failed; missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Central Florida,53,Charles E. Hughes,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~ceh,,faculty_page,"areas=ai,mlmining; verified_by=official_domain",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Central Florida,53,Chen Chen 0001,Home | UCF Department of Computer Science,https://www.crcv.ucf.edu/chenchen,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain","Chen Chen Home Biography Research Group Publications Patents Datasets Teaching Activities Join Us Chen Chen Ph.D., Associate Professor IEEE Senior Member ACM Member My research focuses on multimodal artificial intelligence, computer vision, and efficient learning systems, with an emphasis on large-scale foundation...",artificial intelligence; computer vision; language models; medical imaging; robotics,medical imaging public safety agriculture News Latest updates and achievements 3/2026 Guangyu and Qucheng have successfully defended their Ph.D. || 3/2026 6 papers accepted by CVPR 2026 (4 main conference + 2 findings).,opening document for detailed research topics and requirements.,"Institute of Artificial Intelligence (IAI) Center for Research in Computer Vision (CRCV) Department of Computer Science University of Central Florida Office: UCF Global 226 Address: 4356 Scorpius St, Orlando, FL 32816 407-823-1047 chen.chen@ucf.edu Curriculum Vitae Google Scholar LinkedIn Prospective Students I am...",NONE
University of Central Florida,53,David Mohaisen,Home | UCF Department of Computer Science,http://cs.ucf.edu/~mohaisen,,faculty_page,areas=vision; verified_by=official_domain,"My research is in the area of security and privacy , with a recent focus on machine learning and artificial intelligence , software and networked systems , Internet of Things and wearables , and blockchains .",artificial intelligence; machine learning; deep learning; language models,"Current Professional Service TPC Member, 35th USENIX Security Symposium , 2026 TPC Member, 26th Privacy Enhancing Technologies Symposium , 2026 TPC Member, 21st ACM Asia Conference on Computer and Communications Security , 2026 TPC Member, 40th Annual AAAI Conference on Artificial Intelligence , 2026 Track co-Chair,... || Honors and Awards 2026 — Distinguished Paper Award, NDSS (Network and Distributed System Security Symposium).","Openings At this time, I am not seeking new doctoral students to join my research group.",UNKNOWN,missing_advising_cues
University of Central Florida,53,George K. Atia,Home | UCF Department of Computer Science,http://eecs.ucf.edu/~atia,,faculty_page,"areas=ai,mlmining; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; reinforcement learning,"NEWS 7/2023 My PhD student Ismail Alkhouri joins Michigan State University (MSU) as a postdoc and the University of Michigan as a visiting scholar. || 6/2023 New paper: Imperceptible Attacks on Fault Detection and Diagnosis Systems in Smart Buildings, Accepted to the IEEE Transactions on Industrial Informatics.",UNKNOWN,NEWS 7/2023 My PhD student Ismail Alkhouri joins Michigan State University (MSU) as a postdoc and the University of Michigan as a visiting scholar.,missing_research_description; missing_ra_opportunity_cues
